value,state,wstate,wstateval,ecity,ecityval,wcity,wcityval,,JOB TITLE VAL,JOB TITLE,,,,JOB TITLE VAL,JOB TITLE,,,W-CITY,W-CITY VAL,,,E-CITY,E-CITY VAL
,,,,BOISE,461,KING OF PRUSSIA,521,,107,LODGING MANAGERS,,,,,,,,,,,,,
,,,,WOONSOCKET,458,MECHANICSBURG,519,,107,CURATORS,,,,,,,,,,,,,
,,,,BREA,454,LISLE,516,,107,"CIVIL ENGINEERS, R&D",,,,,,,,,,,,,
,,,,BERKELEY,452,LINCOLN,509,,104,ANIMAL SCIENTISTS,,,,,,,,,,,,,
,,,,ANDOVER,451,WOONSOCKET,509,,102,CHEFS AND HEAD COOKS,,,,,,,,,,,,,
,,,,MCKINNEY,450,NEW HAVEN,508,,102,"AGRICULTURAL SCIENCES TEACHERS, POSTSECONDARY",,,,,,,,,,,,,
,,,,SOMERVILLE,448,CITY OF INDUSTRY,504,,101,BUSINESS INTELLIGENCE ANALYSTS,,,,,,,,,,,,,
,,,,TEMPE,448,FAIRFAX,499,,100,FINANCIAL EXAMINERS,,,,,,,,,,,,,
,,,,TORRANCE,445,FLUSHING,496,,100,AGRICULTURAL ENGINEERS,,,,,,,,,,,,,
,,,,EDEN PRAIRIE,443,LA JOLLA,494,,99,"SOCIAL SCIENTISTS AND RELATED WORKERS, ALL OTHER",,,,,,,,,,,,,
,,,,PEORIA,441,OKLAHOMA CITY,492,,98,COMPUTER SYSTEMS ENGINEERS,,,,,,,,,,,,,
,,,,NORWALK,439,BOCA RATON,492,,97,DIETITIANS AND NUTRITIONISTS,,,,,,,,,,,,,
,,,,MONROEVILLE,435,FARMERS BRANCH,484,,96,CIVIL ENGINEERING TECHNICIANS,,,,,,,,,,,,,
,,,,NASHUA,434,MONTVALE,483,,94,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE, NON R&D",,,,,,,,,,,,,
,,,,MONROE,433,THOUSAND OAKS,479,,94,HEALTHCARE SOCIAL WORKERS,,,,,,,,,,,,,
,,,,GRAND RAPIDS,432,GRAND RAPIDS,477,,93,FILM AND VIDEO EDITORS,,,,,,,,,,,,,
,,,,GAITHERSBURG,430,FORT LAUDERDALE,475,,92,"RECREATION AND FITNESS STUDIES TEACHERS,",,,,,,,,,,,,,
,,,,WEST DES MOINES,426,THE WOODLANDS,472,,91,ANESTHESIOLOGISTS,,,,,,,,,,,,,
,,,,HARTFORD,425,WEEHAWKEN,468,,90,OCCUPATIONAL HEALTH AND SAFETY SPECIALISTS,,,,,,,,,,,,,
,,,,DEARBORN,423,LEWISVILLE,467,,89,"EDUCATION ADMINISTRATORS, ELEMENTARY AND SECONDARY",,,,,,,,,,,,,
,,,,LISLE,423,LAKE FOREST,466,,88,SELF-ENRICHMENT EDUCATION TEACHERS,,,,,,,,,,,,,
,,,,LEXINGTON,416,WESTLAKE,466,,88,INSURANCE UNDERWRITERS,,,,,,,,,,,,,
,,,,HANOVER,410,CARLSBAD,461,,86,"PSYCHOLOGISTS, ALL OTHER",,,,,,,,,,,,,
,,,,LAKE WORTH,407,GAINESVILLE,461,,85,SOCIOLOGISTS,,,,,,,,,,,,,
,,,,FRAMINGHAM,407,ISSAQUAH,459,,85,RECREATION WORKERS,,,,,,,,,,,,,
,,,,THOUSAND OAKS,406,BURBANK,456,,82,ZOOLOGISTS AND WILDLIFE BIOLOGISTS,,,,,,,,,,,,,
,,,,GAINESVILLE,405,CULVER CITY,455,,82,ELECTRICAL AND ELECTRONIC ENGINEERING TECHNICIANS,,,,,,,,,,,,,
,,,,ALBANY,404,NORTH MIAMI BEACH,451,,79,MENTAL HEALTH AND SUBSTANCE ABUSE SOCIAL WORKERS,,,,,,,,,,,,,
,,,,PRINCETON JUNCTION,402,JOHNS CREEK,450,,78,"LIFE, PHYSICAL, AND SOCIAL SCIENCE TECHNICIANS,",,,,,,,,,,,,,
,,,,BEAVERTON,401,WINDSOR,446,,78,"EDUCATION ADMINISTRATORS, ALL OTHER",,,,,,,,,,,,,
,,,,NEW HAVEN,398,MILFORD,445,,77,GEOLOGICAL AND PETROLEUM TECHNICIANS,,,,,,,,,,,,,
,,,,GLASTONBURY,397,CHESTERFIELD,443,,76,"ATMOSPHERIC, EARTH, MARINE, AND SPACE SCIENCES",,,,,,,,,,,,,
,,,,TACOMA,391,BASKING RIDGE,441,,74,LIBRARIANS,,,,,,,,,,,,,
,,,,SACRAMENTO,391,NEW ORLEANS,437,,74,"CHILD, FAMILY, AND SCHOOL SOCIAL WORKERS",,,,,,,,,,,,,
,,,,BOCA RATON,388,JACKSON,437,,71,"SOFTWARE DEVELOPERS,APPLICATIONS",,,,,,,,,,,,,
,,,,LOS GATOS,388,O'FALLON,436,,70,GEOGRAPHERS,,,,,,,,,,,,,
,,,,PARAMUS,385,FRANKLIN LAKES,434,,70,CHEMICAL TECHNICIANS,,,,,,,,,,,,,
,,,,CAMPBELL,377,BEDFORD,434,,69,"BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS",,,,,,,,,,,,,
,,,,FARMINGTON,372,TULSA,433,,67,"SPECIAL EDUCATION TEACHERS, MIDDLE SCHOOL",,,,,,,,,,,,,
,,,,MALVERN,369,LANSING,432,,67,"PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION",,,,,,,,,,,,,
,,,,CANONSBURG,365,MINNETONKA,432,,66,"COMPUTER PROGRAMMERS, NON R&D",,,,,,,,,,,,,
,,,,BURBANK,363,HONOLULU,426,,65,"SOCIOLOGY TEACHERS, POSTSECONDARY",,,,,,,,,,,,,
,,,,WEST WINDSOR,362,MARYLAND HEIGHTS,422,,65,MOLECULAR AND CELLULAR BIOLOGISTS,,,,,,,,,,,,,
,,,,CARLSBAD,361,CRANSTON,421,,64,"NURSING INSTRUCTORS AND TEACHERS, POSTSECONDARY",,,,,,,,,,,,,
,,,,BOULDER,359,TALLAHASSEE,419,,64,"GEOGRAPHY TEACHERS, POSTSECONDARY",,,,,,,,,,,,,
,,,,ROLLING MEADOWS,358,NORTH QUINCY,418,,64,CARTOGRAPHERS AND PHOTOGRAMMETRISTS,,,,,,,,,,,,,
,,,,WOODLAND HILLS,357,BATON ROUGE,418,,63,"COMPUTER SYSTEMS ANALYSTS, R&D",,,,,,,,,,,,,
,,,,PURCHASE,351,ST. PAUL,414,,63,"AREA, ETHNIC, AND CULTURAL STUDIES TEACHERS,",,,,,,,,,,,,,
,,,,HAMILTON,351,WOODBRIDGE,414,,59,PHYSICIAN ASSISTANTS,,,,,,,,,,,,,
,,,,WAYNE,349,KATY,410,,59,"EDUCATION ADMINISTRATORS, PRESCHOOL AND CHILDCARE",,,,,,,,,,,,,
,,,,LONG ISLAND CITY,348,CLEARWATER,407,,59,CLERGY,,,,,,,,,,,,,
,,,,RED BANK,337,CEDAR RAPIDS,404,,59,ATHLETIC TRAINERS,,,,,,,,,,,,,
,,,,CANTON,333,MONROE,401,,58,MUSIC DIRECTORS AND COMPOSERS,,,,,,,,,,,,,
,,,,BIRMINGHAM,332,COLLEGEVILLE,399,,58,MARKET RESEARCH ANALYSTS AND MARKETING,,,,,,,,,,,,,
,,,,ALBUQUERQUE,331,IOWA CITY,397,,57,"ANTHROPOLOGY AND ARCHEOLOGY TEACHERS,",,,,,,,,,,,,,
,,,,CEDAR PARK,331,STANFORD,395,,55,POLITICAL SCIENTISTS,,,,,,,,,,,,,
,,,,HAUPPAUGE,328,SECAUCUS,394,,55,"ENVIRONMENTAL SCIENCE TEACHERS, POSTSECONDARY",,,,,,,,,,,,,
,,,,ONTARIO,327,CENTENNIAL,392,,54,HYDROLOGISTS,,,,,,,,,,,,,
,,,,WAUKESHA,326,CUMMING,392,,54,FUNDRAISERS,,,,,,,,,,,,,
,,,,SAIPAN,324,SUNRISE,390,,51,"SALES REPRESENTATIVES, SERVICES, ALL OTHER",,,,,,,,,,,,,
,,,,SOUTH JORDAN,321,SYRACUSE,390,,50,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE, R&D",,,,,,,,,,,,,
,,,,OKLAHOMA CITY,317,FORT MILL,388,,50,NUCLEAR ENGINEERS,,,,,,,,,,,,,
,,,,SAN RAFAEL,317,GERMANTOWN,387,,50,"DIRECTORS, RELIGIOUS ACTIVITIES AND EDUCATION",,,,,,,,,,,,,
,,,,MURRAY HILL,314,PENNINGTON,386,,49,INDUSTRIAL-ORGANIZATIONAL PSYCHOLOGISTS,,,,,,,,,,,,,
,,,,TUCSON,312,MOUNT LAUREL,386,,49,"ENGINEERS, ALL OTHERS",,,,,,,,,,,,,
,,,,LAKE FOREST,311,EMERYVILLE,382,,48,"AGENTS AND BUSINESS MANAGERS OF ARTISTS,",,,,,,,,,,,,,
,,,,FALLS CHURCH,310,WALNUT CREEK,381,,46,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER, R&D",,,,,,,,,,,,,
,,,,IOWA CITY,307,NEW YORK CITY,378,,46,CHIROPRACTORS,,,,,,,,,,,,,
,,,,CEDAR RAPIDS,302,COLLEGE STATION,377,,45,"SOCIAL SCIENCES TEACHERS, POSTSECONDARY, ALL OTHER",,,,,,,,,,,,,
,,,,NEW ORLEANS,298,PEORIA,376,,45,RECREATIONAL THERAPISTS,,,,,,,,,,,,,
,,,,KENNETT SQUARE,297,KIRKLAND,374,,45,CREDIT COUNSELORS,,,,,,,,,,,,,
,,,,NORWOOD,296,NEWPORT BEACH,373,,44,"SOCIAL WORK TEACHERS, POSTSECONDARY",,,,,,,,,,,,,
,,,,VENICE,292,FAIRFIELD,369,,44,MECHANICAL ENGINEERING TECHNICIANS,,,,,,,,,,,,,
,,,,BATON ROUGE,289,PROVIDENCE,367,,43,"CRIMINAL JUSTICE AND LAW ENFORCEMENT TEACHERS,",,,,,,,,,,,,,
,,,,COSTA MESA,289,LINCOLNSHIRE,365,,43,ADULT BASIC AND SECONDARY EDUCATION AND LITERACY,,,,,,,,,,,,,
,,,,HONOLULU,285,WEST DES MOINES,365,,42,MARRIAGE AND FAMILY THERAPISTS,,,,,,,,,,,,,
,,,,ROSELAND,285,RARITAN,364,,41,"MATHEMATICAL SCIENCE OCCUPATIONS, ALL OTHER",,,,,,,,,,,,,
,,,,MONTVALE,284,SILVER SPRING,361,,41,"COUNSELORS, ALL OTHER",,,,,,,,,,,,,
,,,,GRAPEVINE,284,WHITE PLAINS,360,,40,"SPECIAL EDUCATION TEACHERS, ALL OTHER",,,,,,,,,,,,,
,,,,HILLSBOROUGH,282,SAINT PAUL,360,,40,ORAL AND MAXILLOFACIAL SURGEONS,,,,,,,,,,,,,
,,,,HOPKINTON,282,GLEN ALLEN,359,,40,MUSEUM TECHNICIANS AND CONSERVATORS,,,,,,,,,,,,,
,,,,THE WOODLANDS,278,MOUNDS VIEW,359,,40,COMPUTER SYSTEM ANALYSTS,,,,,,,,,,,,,
,,,,CHEVY CHASE,276,ROLLING MEADOWS,358,,39,MECHANICAL DRAFTERS,,,,,,,,,,,,,
,,,,LACEY,273,ANDOVER,351,,39,"ENVIRONMENTAL SCIENCE AND PROTECTION TECHNICIANS,",,,,,,,,,,,,,
,,,,FORT LAUDERDALE,272,ALEXANDRIA,351,,39,BIOINFORMATICS SCIENTISTS,,,,,,,,,,,,,
,,,,CLIFTON,271,CONCORD,350,,38,"HEALTH TECHNOLOGISTS AND TECHNICIANS, ALL OTHER",,,,,,,,,,,,,
,,,,WALNUT CREEK,270,WESTERVILLE,348,,38,EXECUTIVE SECRETARIES AND EXECUTIVE ADMINISTRATIVE,,,,,,,,,,,,,
,,,,CHARLOTTESVILLE,268,ROSEMONT,346,,38,AGRICULTURAL AND FOOD SCIENCE TECHNICIANS,,,,,,,,,,,,,
,,,,NEWPORT BEACH,264,MORRISTOWN,345,,37,SALES ENGINEER,,,,,,,,,,,,,
,,,,GREAT NECK,264,ALBUQUERQUE,345,,37,ORTHOTISTS AND PROSTHETISTS,,,,,,,,,,,,,
,,,,NEW BRUNSWICK,264,TUCSON,344,,36,LOAN OFFICERS,,,,,,,,,,,,,
,,,,ST. PETERSBURG,263,WAUKESHA,344,,36,"COMPUTER PROGRAMMERS, R&D",,,,,,,,,,,,,
,,,,ELLICOTT CITY,263,EAST BRUNSWICK,344,,36,"COMMUNITY AND SOCIAL SERVICE SPECIALISTS, ALL",,,,,,,,,,,,,
,,,,BASKING RIDGE,261,SANTA ANA,343,,35,"SOFTWARE DEVELOPERS, APPLICATIONS, NON R & D",,,,,,,,,,,,,
,,,,EAGAN,261,ONTARIO,343,,35,"LAW TEACHERS, POSTSECONDARY",,,,,,,,,,,,,
,,,,NEEDHAM,255,BERKELEY HEIGHTS,341,,35,AGRICULTURAL INSPECTORS,,,,,,,,,,,,,
,,,,WESTERVILLE,255,SMITHFIELD,338,,33,"VOCATIONAL EDUCATION TEACHERS, POSTSECONDARY",,,,,,,,,,,,,
,,,,BILLERICA,255,MALTA,338,,33,"SOCIAL WORKERS, ALL OTHER",,,,,,,,,,,,,
,,,,CULVER CITY,254,MARIETTA,336,,33,SOCIAL AND HUMAN SERVICE ASSISTANTS,,,,,,,,,,,,,
,,,,EAST WINDSOR,254,LITTLETON,334,,33,MANUFACTURING ENGINEERS,,,,,,,,,,,,,
,,,,GREENBELT,253,TEMPLE TERRACE,334,,33,LABOR RELATIONS SPECIALISTS,,,,,,,,,,,,,
,,,,HAYWARD,253,BLOOMFIELD,333,,33,CUSTOMER SERVICE REPRESENTATIVES,,,,,,,,,,,,,
,,,,METUCHEN,251,CHEVY CHASE,333,,32,SURVEYORS,,,,,,,,,,,,,
,,,,GERMANTOWN,251,WAUWATOSA,331,,32,PHARMACY TECHNICIANS,,,,,,,,,,,,,
,,,,SOUTH BURLINGTON,250,CRANBURY,328,,32,FITNESS TRAINERS AND AEROBICS INSTRUCTORS,,,,,,,,,,,,,
,,,,MARLBOROUGH,248,WICHITA,327,,32,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL EDUCATI",,,,,,,,,,,,,
,,,,TALLAHASSEE,248,LAWRENCEVILLE,325,,31,SUBSTANCE ABUSE AND BEHAVIORAL DISORDER COUNSELORS,,,,,,,,,,,,,
,,,,MARIETTA,248,LAFAYETTE,325,,31,"HOME ECONOMICS TEACHERS, POSTSECONDARY",,,,,,,,,,,,,
,,,,FORT LEE,246,DAYTON,325,,31,COMPENSATION AND BENEFITS MANAGERS,,,,,,,,,,,,,
,,,,TARRYTOWN,246,SAN JUAN,325,,30,"SPECIAL EDUCATION TEACHERS, PRESCHOOL",,,,,,,,,,,,,
,,,,JACKSON,246,SUWANEE,323,,30,FARM AND HOME MANAGEMENT ADVISORS,,,,,,,,,,,,,
,,,,OAK RIDGE,246,LONE TREE,321,,29,"EDUCATION, TRAINING, AND LIBRARY WORKERS, ALL",,,,,,,,,,,,,
,,,,CALABASAS,245,ALLEN PARK,321,,28,ENVIRONMENTAL ENGINEERING TECHNICIANS,,,,,,,,,,,,,
,,,,PROVIDENCE,245,CHARLOTTESVILLE,319,,27,"HEALTH SPECIALITIES TEACHERS, POSTSECONDARY",,,,,,,,,,,,,
,,,,GREENSBORO,241,ROSEVILLE,318,,27,GENETIC COUNSELORS,,,,,,,,,,,,,
,,,,NEW YORK CITY,241,MONMOUTH JUNCTION,313,,27,ACCOUNTANTS,,,,,,,,,,,,,
,,,,CORAL GABLES,240,BUFFALO GROVE,312,,26,"OFFICE AND ADMINISTRATIVE SUPPORT WORKERS, ALL",,,,,,,,,,,,,
,,,,EMERYVILLE,240,CHATTANOOGA,311,,25,VALIDATION ENGINEERS,,,,,,,,,,,,,
,,,,MIAMISBURG,239,SAIPAN,307,,25,"MECHANICAL ENGINEERS, NON-R&D",,,,,,,,,,,,,
,,,,HACKENSACK,238,MENOMONEE FALLS,306,,24,RESIDENTIAL ADVISORS,,,,,,,,,,,,,
,,,,ATHENS,237,ROSEMEAD,306,,24,"PRODUCTION, PLANNING, AND EXPEDITING CLERKS",,,,,,,,,,,,,
,,,,BRAINTREE,237,TEANECK,306,,24,"COOKS, RESTAURANT",,,,,,,,,,,,,
,,,,MAHWAH,236,CORAL GABLES,304,,23,SOLAR PHOTOVOLTAIC INSTALLERS,,,,,,,,,,,,,
,,,,AMES,230,TOPEKA,303,,23,AUDIO-VISUAL AND MULTIMEDIA COLLECTIONS,,,,,,,,,,,,,
,,,,SOUTH WINDSOR,230,WOBURN,303,,22,TAX PREPARERS,,,,,,,,,,,,,
,,,,LONG BEACH,228,CHARLESTON,302,,22,PHYSICAL THERAPIST ASSISTANTS,,,,,,,,,,,,,
,,,,SAN CARLOS,227,SAN JUAN CAPISTRANO,302,,22,INSURANCE SALES AGENTS,,,,,,,,,,,,,
,,,,MELVILLE,227,BROOMFIELD,301,,22,ARCHIVISTS,,,,,,,,,,,,,
,,,,BROOMFIELD,226,WEST SACRAMENTO,301,,22,AEROSPACE ENGINEERING AND OPERATIONS TECHNICIANS,,,,,,,,,,,,,
,,,,TULSA,225,NASHUA,300,,21,SET AND EXHIBIT DESIGNERS,,,,,,,,,,,,,
,,,,NORTHBROOK,224,EVANSTON,297,,21,PODIATRISTS,,,,,,,,,,,,,
,,,,MORGANVILLE,220,SPRING,297,,21,MUSICIANS AND SINGERS,,,,,,,,,,,,,
,,,,SANTA ANA,219,FARMINGTON,296,,21,INDUSTRIAL ENGINEERING TECHNICIANS,,,,,,,,,,,,,
,,,,ORANGE,219,COLORADO SPRINGS,296,,21,HUMAN RESOURCES SPECIALIST,,,,,,,,,,,,,
,,,,DOWNERS GROVE,218,MELBOURNE,292,,20,"ELECTRICAL ENGINEERS, NON-R&D",,,,,,,,,,,,,
,,,,MOUNT LAUREL,218,CHERRY HILL,290,,20,DATABASE ARCHITECTS,,,,,,,,,,,,,
,,,,URBANA,218,WOODCLIFF LAKE,290,,20,DATA WAREHOUSING SPECIALISTS,,,,,,,,,,,,,
,,,,WHITE PLAINS,218,RAYMOND,289,,19,ORTHODONTISTS,,,,,,,,,,,,,
,,,,LINCOLN,217,NEWTOWN SQUARE,289,,19,MATHEMATICAL TECHNICIANS,,,,,,,,,,,,,
,,,,SANTA BARBARA,216,NEW CASTLE,288,,19,AUDIOLOGISTS,,,,,,,,,,,,,
,,,,DAVIS,216,ENGLEWOOD CLIFFS,287,,19,ADVERTISING SALES AGENTS,,,,,,,,,,,,,
,,,,SILVER SPRING,216,MONTEREY PARK,287,,18,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND CARE",,,,,,,,,,,,,
,,,,ALEXANDRIA,216,ROSELAND,286,,18,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POSTSECO",,,,,,,,,,,,,
,,,,ALLEN,215,VENICE,285,,18,"DRAFTERS, ALL OTHER",,,,,,,,,,,,,
,,,,LUBBOCK,215,SOUTHBOROUGH,285,,18,"ARTISTS AND RELATED WORKERS, ALL OTHER",,,,,,,,,,,,,
,,,,EAST LANSING,215,NEW BRUNSWICK,284,,17,"THERAPISTS, ALL OTHER",,,,,,,,,,,,,
,,,,UNIVERSITY PARK,214,MANCHESTER,283,,17,SOUND ENGINEERING TECHNICIANS,,,,,,,,,,,,,
,,,,ANAHEIM,213,ST. PETERSBURG,283,,16,"SPECIAL EDUCATION TEACHERS, PRESCHOOL,",,,,,,,,,,,,,
,,,,FAIRFIELD,213,BELMONT,281,,16,"SALES AND RELATED WORKERS, ALL OTHER",,,,,,,,,,,,,
,,,,BELMONT,213,WASHINGTON DC,279,,16,PHOTOGRAPHERS,,,,,,,,,,,,,
,,,,HICKSVILLE,213,DULLES,278,,16,NURSE ANESTHETISTS,,,,,,,,,,,,,
,,,,KNOXVILLE,213,HAYWARD,277,,16,"MIDDLE SCHOOL TEACHERS, EXCEPT SPECIAL AND CAREER/",,,,,,,,,,,,,
,,,,NUTLEY,212,PEACHTREE CITY,276,,16,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND",,,,,,,,,,,,,
,,,,CHARLESTON,210,DOVER,275,,16,EMERGENCY MANAGEMENT DIRECTORS,,,,,,,,,,,,,
,,,,FT. LAUDERDALE,208,VERNON HILLS,273,,15,PROOFREADERS AND COPY MARKERS,,,,,,,,,,,,,
,,,,TEMPLE TERRACE,207,MIAMISBURG,272,,15,"LIBRARY SCIENCE TEACHERS, POSTSECONDARY",,,,,,,,,,,,,
,,,,DECATUR,206,UNIVERSAL CITY,272,,15,"HEALTHCARE PRACTITIONERS AND TECHNICAL WORKERS, AL",,,,,,,,,,,,,
,,,,BUFFALO GROVE,206,FLORHAM PARK,271,,15,"FORESTRY AND CONSERVATION SCIENCE TEACHERS,",,,,,,,,,,,,,
,,,,MISSION VIEJO,206,SCHENECTADY,271,,15,DENTAL ASSISTANTS,,,,,,,,,,,,,
,,,,MOLINE,206,EAST LANSING,270,,15,"CLAIMS ADJUSTERS, EXAMINERS, AND INVESTIGATORS",,,,,,,,,,,,,
,,,,ALLENTOWN,204,MANASSAS,268,,15,APPRAISERS AND ASSESSORS OF REAL ESTATE,,,,,,,,,,,,,
,,,,BEVERLY HILLS,203,DOWNERS GROVE,268,,14,WAITERS AND WAITRESSES,,,,,,,,,,,,,
,,,,OLATHE,202,ERIE,268,,14,PROSTHODONTISTS,,,,,,,,,,,,,
,,,,BOWIE,202,WEBSTER,268,,14,MODELS,,,,,,,,,,,,,
,,,,ACTON,200,MAHWAH,267,,14,COMPUTER SUPPORT SPECIALIST,,,,,,,,,,,,,
,,,,PISACATAWAY,200,ALISO VIEJO,266,,14,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS",,,,,,,,,,,,,
,,,,RICHLAND,199,FORT COLLINS,265,,14,AUTOMOTIVE ENGINEERS,,,,,,,,,,,,,
,,,,CLINTON TOWNSHIP,198,LOS GATOS,264,,13,"SECRETARIES AND ADMINISTRATIVE ASSISTANTS, EXCEPT",,,,,,,,,,,,,
,,,,PULLMAN,197,MONTGOMERY,264,,13,"SALES REPRESENTATIVES OF SERVICES, EXCEPT",,,,,,,,,,,,,
,,,,VANCOUVER,197,SOUTHLAKE,260,,13,"RELIGIOUS WORKERS, ALL OTHER",,,,,,,,,,,,,
,,,,GREENWICH,197,BETHPAGE,258,,13,FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS,,,,,,,,,,,,,
,,,,SYRACUSE,195,WINSTON-SALEM,257,,13,COMPUTER OCCUPATIONS - ALL OTHER,,,,,,,,,,,,,
,,,,GARDENA,195,CANTON,256,,13,ANTHROPOLOGISTS AND ARCHEOLOGISTS,,,,,,,,,,,,,
,,,,BETHPAGE,195,BLUE ASH,256,,12,TELECOMMUNICATIONS EQUIPMENT INSTALLERS AND,,,,,,,,,,,,,
,,,,RIDGEFIELD PARK,195,DECATUR,254,,12,MEDICAL AND CLINICAL LABORATORY TECHNICIANS,,,,,,,,,,,,,
,,,,FRANKLIN,194,NEWTOWN,253,,12,HISTORIANS,,,,,,,,,,,,,
,,,,CAMP HILL,192,SALEM,252,,12,HEALTHCARE PRACTITIONERS AND TECHNICAL WORKERS,,,,,,,,,,,,,
,,,,TYSONS CORNER,191,OAK RIDGE,252,,12,FIRST-LINE SUPERVISORS OF FOOD PREPARATION AND,,,,,,,,,,,,,
,,,,ERIE,190,WHIPPANY,249,,12,ELECTRICAL AND ELECTRONICS DRAFTERS,,,,,,,,,,,,,
,,,,DIAMOND BAR,190,WARSAW,245,,12,"BUYERS AND PURCHASING AGENTS, FARM PRODUCTS",,,,,,,,,,,,,
,,,,LAFAYETTE,189,CAMPBELL,244,,11,OPERATIONS RESEARCH ANALYST,,,,,,,,,,,,,
,,,,DANBURY,189,RENTON,244,,11,GRAPHIC DESIGNER,,,,,,,,,,,,,
,,,,WINDSOR,189,ALLENTOWN,242,,11,FIRST-LINE SUPERVISORS OF PRODUCTION AND OPERATING,,,,,,,,,,,,,
,,,,ITHACA,189,PLANTATION,242,,11,ELECTRICAL AND ELECTRONICS ENGINEERING TECHNICIANS,,,,,,,,,,,,,
,,,,BLACKSBURG,189,CEDAR PARK,240,,11,COMMUNITY HEALTH WORKERS,,,,,,,,,,,,,
,,,,WESTLAKE VILLAGE,188,EAST HANOVER,240,,11,CLINICAL RESEARCH COORDINATORS,,,,,,,,,,,,,
,,,,MATAWAN,187,MOORESVILLE,239,,10,"SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SA",,,,,,,,,,,,,
,,,,MASON,187,SAN RAFAEL,237,,10,REAL ESTATE BROKERS,,,,,,,,,,,,,
,,,,BALLWIN,187,KNOXVILLE,236,,10,"FINE ARTISTS, INCLUDING PAINTERS, SCULPTORS, AND",,,,,,,,,,,,,
,,,,SPRING,186,RANCHO CORDOVA,236,,10,DETECTIVES AND CRIMINAL INVESTIGATORS,,,,,,,,,,,,,
,,,,BURLINGAME,185,ANAHEIM,235,,10,"CAREER/TECHNICAL EDUCATION TEACHERS, SECONDARY",,,,,,,,,,,,,
,,,,MONTGOMERY,185,SAN CARLOS,235,,10,"CAREER/TECHNICAL  EDUCATION TEACHERS, MIDDLE",,,,,,,,,,,,,
,,,,CHERRY HILL,185,EL PASO,235,,10,AUDIO AND VIDEO EQUIPMENT TECHNICIANS,,,,,,,,,,,,,
,,,,COLLEYVILLE,184,ATHENS,235,,9,TRANSPORTATION INSPECTORS,,,,,,,,,,,,,
,,,,WORTHINGTON,183,BRAINTREE,235,,9,SECONDARY SCHOOL TEACHERS,,,,,,,,,,,,,
,,,,ALTAMONTE SPRINGS,183,JEFFERSON CITY,234,,9,"MECHANICAL ENGINEERS, NON R&D",,,,,,,,,,,,,
,,,,SAVANNAH,180,CHAMPAIGN,232,,9,"HEALTHCARE SUPPORT WORKERS, ALL OTHER",,,,,,,,,,,,,
,,,,JOHNSTON,180,MOSSVILLE,232,,9,FORENSIC SCIENCE TECHNICIANS,,,,,,,,,,,,,
,,,,EDINA,178,RIVERSIDE,231,,9,ELECTRO-MECHANICAL TECHNICIANS,,,,,,,,,,,,,
,,,,RUTHERFORD,175,WINDSOR MILL,230,,9,"COMPUTER NETWORK ARCHITECTS, NON R&D",,,,,,,,,,,,,
,,,,BETHLEHEM,175,GREENWICH,230,,9,CLINICAL DATA MANAGERS,,,,,,,,,,,,,
,,,,CENTENNIAL,174,BURLINGAME,230,,8,TRAFFIC TECHNICIANS,,,,,,,,,,,,,
,,,,DEERFIELD,172,FORT WAYNE,230,,8,TEACHER ASSISTANTS,,,,,,,,,,,,,
,,,,CHAPEL HILL,172,CLIFTON,230,,8,"SOFTWARE DEVELOPERS, APPLICATION",,,,,,,,,,,,,
,,,,LIVERMORE,171,SAN LEANDRO,229,,8,REGULATORY AFFAIRS SPECIALISTS,,,,,,,,,,,,,
,,,,UPTON,171,DANBURY,228,,8,"PLUMBERS, PIPEFITTERS, AND STEAMFITTERS",,,,,,,,,,,,,
,,,,MECHANICSBURG,170,BILLERICA,228,,8,"PAPER GOODS MACHINE SETTERS, OPERATORS, AND",,,,,,,,,,,,,
,,,,RENO,170,PARAMUS,227,,8,MEDICAL RECORDS AND HEALTH INFORMATION TECHNICIANS,,,,,,,,,,,,,
,,,,CONCORD,170,FARGO,226,,8,"ENTERTAINERS AND PERFORMERS, SPORTS AND RELATED",,,,,,,,,,,,,
,,,,BRENTWOOD,169,PRINCETON JUNCTION,226,,8,DENTAL LABORATORY TECHNICIANS,,,,,,,,,,,,,
,,,,DELRAY BEACH,168,EAST MOLINE,226,,8,CONSERVATION SCIENTISTS,,,,,,,,,,,,,
,,,,PLANTATION,168,AMES,225,,8,COMPUTER PROGRAMMERS R & D,,,,,,,,,,,,,
,,,,STAFFORD,168,ROSWELL,225,,8,COMPUTER NUMERICALLY CONTROLLED MACHINE TOOL,,,,,,,,,,,,,
,,,,WESLEY CHAPEL,168,WOODBURY,224,,8,"CIVIL ENGINEERS, NON-R&D",,,,,,,,,,,,,
